ID,eventName,startYear,endYear,signWithCountry,type,category
35,signing defense cooperation agreement,2008,2008,Yugoslavia,general,DCA
21,signing defense cooperation agreement,2006,2006,Slovenia,general,DCA
161,signing defense cooperation agreement,2006,2006,Bosnia & Herzegovina,general,DCA
21,signing defense cooperation agreement,2001,2001,Greece,general,DCA
67,signing defense cooperation agreement,2001,2001,Bosnia & Herzegovina,general,DCA
21,signing defense cooperation agreement,2008,2008,Greece,general,DCA
67,signing defense cooperation agreement,2008,2008,Bosnia & Herzegovina,general,DCA
21,signing defense cooperation agreement,2007,2007,Bulgaria,general,DCA
25,signing defense cooperation agreement,2007,2007,Bosnia & Herzegovina,general,DCA
21,signing defense cooperation agreement,1998,1998,Romania,general,DCA
146,signing defense cooperation agreement,1998,1998,Bosnia & Herzegovina,general,DCA
21,signing defense cooperation agreement,2006,2006,Romania,general,DCA
146,signing defense cooperation agreement,2006,2006,Bosnia & Herzegovina,general,DCA
21,signing defense cooperation agreement,2007,2007,Latvia,general,DCA
96,signing defense cooperation agreement,2007,2007,Bosnia & Herzegovina,general,DCA
21,signing defense cooperation agreement,2007,2007,Ukraine,general,DCA
187,signing defense cooperation agreement,2007,2007,Bosnia & Herzegovina,general,DCA
21,signing defense cooperation agreement,1995,1995,Turkey,general,DCA
183,signing defense cooperation agreement,1995,1995,Bosnia & Herzegovina,general,DCA
21,signing defense cooperation agreement,1996,1996,Turkey,sector,TREX
183,signing defense cooperation agreement,1996,1996,Bosnia & Herzegovina,sector,TREX
21,signing defense cooperation agreement,2002,2002,Turkey,sector,TREX
183,signing defense cooperation agreement,2002,2002,Bosnia & Herzegovina,sector,TREX
21,signing defense cooperation agreement,2006,2006,Turkey,general,DCA
183,signing defense cooperation agreement,2006,2006,Bosnia & Herzegovina,general,DCA
21,signing defense cooperation agreement,2009,2009,Turkey,general,DIC
183,signing defense cooperation agreement,2009,2009,Bosnia & Herzegovina,general,DIC
21,signing defense cooperation agreement,2005,2005,China,general,DCA
35,signing defense cooperation agreement,2005,2005,Bosnia & Herzegovina,general,DCA
21,signing defense cooperation agreement,1996,1996,Pakistan,sector,TREX
134,signing defense cooperation agreement,1996,1996,Bosnia & Herzegovina,sector,TREX
21,signing defense cooperation agreement,2007,2007,Pakistan,general,DIC
134,signing defense cooperation agreement,2007,2007,Bosnia & Herzegovina,general,DIC
21,signing defense cooperation agreement,2004,2004,Malaysia,sector,PROCUREMENT
107,signing defense cooperation agreement,2004,2004,Bosnia & Herzegovina,sector,PROCUREMENT
161,signing defense cooperation agreement,1999,1999,Greece,general,DCA
67,signing defense cooperation agreement,1999,1999,Slovenia,general,DCA
161,signing defense cooperation agreement,2000,2000,Greece,general,DIC
67,signing defense cooperation agreement,2000,2000,Slovenia,general,DIC
161,signing defense cooperation agreement,1999,1999,Bulgaria,general,DCA
25,signing defense cooperation agreement,1999,1999,Slovenia,general,DCA
161,signing defense cooperation agreement,2006,2006,Romania,general,DCA
146,signing defense cooperation agreement,2006,2006,Slovenia,general,DCA
161,signing defense cooperation agreement,2006,2006,Russia,general,DCA
147,signing defense cooperation agreement,2006,2006,Slovenia,general,DCA
161,signing defense cooperation agreement,1999,1999,Estonia,general,DCA
57,signing defense cooperation agreement,1999,1999,Slovenia,general,DCA
161,signing defense cooperation agreement,2002,2002,Latvia,general,DCA
96,signing defense cooperation agreement,2002,2002,Slovenia,general,DCA
161,signing defense cooperation agreement,2005,2005,Lithuania,general,DCA
102,signing defense cooperation agreement,2005,2005,Slovenia,general,DCA
161,signing defense cooperation agreement,2007,2007,Ukraine,general,DCA
187,signing defense cooperation agreement,2007,2007,Slovenia,general,DCA
161,signing defense cooperation agreement,2002,2002,Norway,general,DCA
132,signing defense cooperation agreement,2002,2002,Slovenia,general,DCA
161,signing defense cooperation agreement,1998,1998,Denmark,general,DCA
47,signing defense cooperation agreement,1998,1998,Slovenia,general,DCA
161,signing defense cooperation agreement,2001,2001,Turkey,general,DCA
183,signing defense cooperation agreement,2001,2001,Slovenia,general,DCA
161,signing defense cooperation agreement,1998,1998,Israel,general,DCA
84,signing defense cooperation agreement,1998,1998,Slovenia,general,DCA
161,signing defense cooperation agreement,2007,2007,China,general,DCA
35,signing defense cooperation agreement,2007,2007,Slovenia,general,DCA
67,signing defense cooperation agreement,2009,2009,Cyprus,general,DCA
45,signing defense cooperation agreement,2009,2009,Greece,general,DCA
67,signing defense cooperation agreement,1991,1991,Bulgaria,general,DCA
25,signing defense cooperation agreement,1991,1991,Greece,general,DCA
67,signing defense cooperation agreement,1993,1993,Bulgaria,sector,RESEARCH
25,signing defense cooperation agreement,1993,1993,Greece,sector,RESEARCH
67,signing defense cooperation agreement,1998,1998,Bulgaria,general,DIC
25,signing defense cooperation agreement,1998,1998,Greece,general,DIC
67,signing defense cooperation agreement,2000,2000,Bulgaria,general,DCA
25,signing defense cooperation agreement,2000,2000,Greece,general,DCA
67,signing defense cooperation agreement,2002,2002,Bulgaria,general,DIC
25,signing defense cooperation agreement,2002,2002,Greece,general,DIC
67,signing defense cooperation agreement,2003,2003,Bulgaria,sector,TREX
25,signing defense cooperation agreement,2003,2003,Greece,sector,TREX
67,signing defense cooperation agreement,2003,2003,Bulgaria,sector,TREX
25,signing defense cooperation agreement,2003,2003,Greece,sector,TREX
67,signing defense cooperation agreement,2006,2006,Bulgaria,general,DCA
25,signing defense cooperation agreement,2006,2006,Greece,general,DCA
67,signing defense cooperation agreement,2010,2010,Bulgaria,general,DCA
25,signing defense cooperation agreement,2010,2010,Greece,general,DCA
67,signing defense cooperation agreement,2003,2003,Moldova,general,DCA
116,signing defense cooperation agreement,2003,2003,Greece,general,DCA
67,signing defense cooperation agreement,1995,1995,Romania,general,DCA
146,signing defense cooperation agreement,1995,1995,Greece,general,DCA
67,signing defense cooperation agreement,1997,1997,Romania,general,DIC
146,signing defense cooperation agreement,1997,1997,Greece,general,DIC
67,signing defense cooperation agreement,2002,2002,Romania,general,DCA
146,signing defense cooperation agreement,2002,2002,Greece,general,DCA
67,signing defense cooperation agreement,1994,1994,Russia,general,DCA
147,signing defense cooperation agreement,1994,1994,Greece,general,DCA
67,signing defense cooperation agreement,1995,1995,Russia,general,DIC
147,signing defense cooperation agreement,1995,1995,Greece,general,DIC
67,signing defense cooperation agreement,1997,1997,Russia,general,DIC
147,signing defense cooperation agreement,1997,1997,Greece,general,DIC
67,signing defense cooperation agreement,2006,2006,Russia,general,DCA
147,signing defense cooperation agreement,2006,2006,Greece,general,DCA
67,signing defense cooperation agreement,2002,2002,Estonia,general,DCA
57,signing defense cooperation agreement,2002,2002,Greece,general,DCA
67,signing defense cooperation agreement,1999,1999,Latvia,general,DCA
96,signing defense cooperation agreement,1999,1999,Greece,general,DCA
67,signing defense cooperation agreement,2002,2002,Latvia,general,DCA
96,signing defense cooperation agreement,2002,2002,Greece,general,DCA
67,signing defense cooperation agreement,2007,2007,Latvia,general,DCA
96,signing defense cooperation agreement,2007,2007,Greece,general,DCA
67,signing defense cooperation agreement,1997,1997,Ukraine,general,DCA
187,signing defense cooperation agreement,1997,1997,Greece,general,DCA
67,signing defense cooperation agreement,1999,1999,Ukraine,general,DIC
187,signing defense cooperation agreement,1999,1999,Greece,general,DIC
67,signing defense cooperation agreement,1996,1996,Armenia,general,DCA
7,signing defense cooperation agreement,1996,1996,Greece,general,DCA
67,signing defense cooperation agreement,1998,1998,Armenia,general,DCA
7,signing defense cooperation agreement,1998,1998,Greece,general,DCA
67,signing defense cooperation agreement,1999,1999,Armenia,general,DIC
7,signing defense cooperation agreement,1999,1999,Greece,general,DIC
67,signing defense cooperation agreement,1997,1997,Georgia,general,DCA
64,signing defense cooperation agreement,1997,1997,Greece,general,DCA
67,signing defense cooperation agreement,1998,1998,Georgia,sector,TREX
64,signing defense cooperation agreement,1998,1998,Greece,sector,TREX
67,signing defense cooperation agreement,2001,2001,Finland,general,DCA
60,signing defense cooperation agreement,2001,2001,Greece,general,DCA
67,signing defense cooperation agreement,1999,1999,Sweden,general,DIC
171,signing defense cooperation agreement,1999,1999,Greece,general,DIC
67,signing defense cooperation agreement,1999,1999,Uganda,sector,TREX
186,signing defense cooperation agreement,1999,1999,Greece,sector,TREX
67,signing defense cooperation agreement,1998,1998,Tunisia,general,DCA
182,signing defense cooperation agreement,1998,1998,Greece,general,DCA
67,signing defense cooperation agreement,2003,2003,Turkey,sector,TREX
183,signing defense cooperation agreement,2003,2003,Greece,sector,TREX
67,signing defense cooperation agreement,2010,2010,Turkey,sector,COMMISSION
183,signing defense cooperation agreement,2010,2010,Greece,sector,COMMISSION
67,signing defense cooperation agreement,1994,1994,Israel,general,DIC
84,signing defense cooperation agreement,1994,1994,Greece,general,DIC
67,signing defense cooperation agreement,1999,1999,Israel,general,DIC
84,signing defense cooperation agreement,1999,1999,Greece,general,DIC
67,signing defense cooperation agreement,2007,2007,United Arab Emirates,general,DCA
188,signing defense cooperation agreement,2007,2007,Greece,general,DCA
67,signing defense cooperation agreement,1998,1998,Uzbekistan,general,DCA
192,signing defense cooperation agreement,1998,1998,Greece,general,DCA
67,signing defense cooperation agreement,2002,2002,China,sector,COMMISSION
35,signing defense cooperation agreement,2002,2002,Greece,sector,COMMISSION
67,signing defense cooperation agreement,1998,1998,India,general,DCA
79,signing defense cooperation agreement,1998,1998,Greece,general,DCA
67,signing defense cooperation agreement,1995,1995,Australia,sector,COMMISSION
8,signing defense cooperation agreement,1995,1995,Greece,sector,COMMISSION
45,signing defense cooperation agreement,1996,1996,Russia,general,DIC
147,signing defense cooperation agreement,1996,1996,Cyprus,general,DIC
45,signing defense cooperation agreement,2002,2002,Armenia,general,DIC
7,signing defense cooperation agreement,2002,2002,Cyprus,general,DIC
45,signing defense cooperation agreement,1999,1999,South Africa,general,DIC
164,signing defense cooperation agreement,1999,1999,Cyprus,general,DIC
25,signing defense cooperation agreement,1995,1995,Moldova,general,DCA
116,signing defense cooperation agreement,1995,1995,Bulgaria,general,DCA
25,signing defense cooperation agreement,1994,1994,Romania,general,DCA
146,signing defense cooperation agreement,1994,1994,Bulgaria,general,DCA
25,signing defense cooperation agreement,1995,1995,Romania,general,DCA
146,signing defense cooperation agreement,1995,1995,Bulgaria,general,DCA
25,signing defense cooperation agreement,1992,1992,Russia,general,DCA
147,signing defense cooperation agreement,1992,1992,Bulgaria,general,DCA
25,signing defense cooperation agreement,1993,1993,Russia,general,DIC
147,signing defense cooperation agreement,1993,1993,Bulgaria,general,DIC
25,signing defense cooperation agreement,2002,2002,Russia,general,DIC
147,signing defense cooperation agreement,2002,2002,Bulgaria,general,DIC
25,signing defense cooperation agreement,2000,2000,Estonia,general,DCA
57,signing defense cooperation agreement,2000,2000,Bulgaria,general,DCA
25,signing defense cooperation agreement,2001,2001,Latvia,general,DCA
96,signing defense cooperation agreement,2001,2001,Bulgaria,general,DCA
25,signing defense cooperation agreement,2000,2000,Lithuania,general,DCA
102,signing defense cooperation agreement,2000,2000,Bulgaria,general,DCA
25,signing defense cooperation agreement,1992,1992,Ukraine,general,DCA
187,signing defense cooperation agreement,1992,1992,Bulgaria,general,DCA
